<<<<<<< .mine
,numJuvs,input_slp,cal_slp,colFd,calTot,med_rnk
85,917.0,0.20000000000000001,183.40000000000001,458.39999999999998,457.50272628135224,457.58300000000003
86,917.0,0.90000000000000002,825.30000000000007,458.39999999999998,457.50060584030052,457.58300000000003
87,917.0,0.5,458.5,458.39999999999998,457.50109051254088,457.58300000000003
88,2292.0,0.10000000000000001,229.20000000000002,458.39999999999998,457.50218150087261,456.10799999999841
89,2292.0,0.20000000000000001,458.40000000000003,458.39999999999998,457.50109075043628,456.10799999999841
90,2292.0,0.90000000000000002,2062.8000000000002,458.39999999999998,457.50024238898584,456.10799999999841
91,2292.0,0.5,1146.0,458.39999999999998,457.5004363001745,456.10799999999841
92,3209.0,0.10000000000000001,320.90000000000003,458.39999999999998,456.50155811779371,458.88699999999773
93,3209.0,0.20000000000000001,641.80000000000007,458.39999999999998,456.50077905889685,458.88699999999773
94,3209.0,0.90000000000000002,2888.0999999999999,458.39999999999998,456.50017312419931,458.88699999999773
95,3209.0,0.5,1604.5,458.39999999999998,456.50031162355873,458.88699999999773
=======
,numJuvs,input_slp,cal_slp,colFd,calTot,med_rnk,ass_tot
0,40.0,0.9,0.0225,20,19.98200000000001,19.48000000000001,19.96400000000002
1,40.0,0.5,0.0125,20,19.990000000000006,19.48000000000001,19.98000000000001
2,80.0,0.9,0.01125,20,19.98098377777782,36.88000000000007,37.14200000000006
3,80.0,0.5,0.00625,20,19.96923,39.52000000000001,39.52000000000001
4,800.0,0.9,0.0011250000000000001,400,399.73,399.2,399.67999999999995
5,800.0,0.5,0.000625,400,399.85,399.2,399.69999999999993
6,1600.0,0.9,0.0005625000000000001,400,399.7147855555551,747.1999999999992,747.4299999999993
7,1600.0,0.5,0.0003125,400,399.45015,800.0,800.0
>>>>>>> .r360
