pop_age,Comp_slope,num cols,meanK,Fd_ln,input_var,K_var,fdLn_var,disp_rsk,ad_dsp_fd,jv_mlt_size,min_no_off,max_no_off,min_ad_sze_off,max_ad_sze_off,colony_ID,colony_age,num ads,numjuvs,colony_food,ave_food,dispersers,pot_juv_fd,cal_med_rnk,colAlive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,9,0,1,6,0.81883484210683932,0.13647247368447321,0,0,2.2140000000000284,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,10,0,1,7,0.72138653181492518,0.10305521883070359,0,0,2.428999999999982,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,11,0,1,6,0.79215880134244587,0.13202646689040765,0,0,2.1900000000000293,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,12,0,1,6,0.76707369889838473,0.12784561648306411,0,0,2.17200000000003,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,13,0,1,6,0.78043738868295032,0.13007289811382505,0,0,2.1840000000000295,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,14,0,1,6,0.77897333189866091,0.12982888864977682,0,0,2.1780000000000297,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,15,0,1,6,0.80480829701382595,0.13413471616897099,0,0,2.202000000000029,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,16,0,1,7,0.76916087144001466,0.10988012449143067,0,0,2.484999999999983,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,17,0,1,7,0.83065929665530369,0.11866561380790053,0,0,2.547999999999984,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,18,0,1,7,0.84833850222429918,0.12119121460347131,0,0,2.5619999999999843,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,19,0,1,6,0.77838436678263112,0.12973072779710518,0,0,2.1780000000000297,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,20,0,1,6,0.7942787017006343,0.13237978361677238,0,0,2.196000000000029,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,21,0,1,6,0.78461280056016625,0.13076880009336103,0,0,2.1840000000000295,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,22,0,1,6,0.80303482919825009,0.13383913819970836,0,0,2.202000000000029,alive
7,0.6,22,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,23,0,1,6,0.8281317878654193,0.13802196464423655,0,0,2.220000000000028,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,4,3,29,127,1.4145868462581752,0.011138479104395081,5,3.0313974922859598e-05,21.589999999999485,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,5,3,26,118,1.1699545490936305,0.009914869060115513,5,0.0001026383915343914,18.99799999999968,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,6,2,9,37,17.485984770459012,0.4725941829853787,0,0.48101424881180793,17.982000000000014,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,7,2,9,37,17.326817448696023,0.46829236347827086,0,0.48101424881180793,17.982000000000014,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,8,1,3,11,3.2620162186275321,0.29654692896613927,0,0.3133498016850973,5.004999999999995,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,9,1,3,11,3.4514378371073677,0.31376707610066978,0,0.3133498016850973,5.004999999999995,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,10,1,3,9,3.4595064646951332,0.38438960718834814,0,0.38298309094845223,3.9959999999999813,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,11,1,3,10,3.4415347786251345,0.34415347786251343,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,12,1,3,10,3.4578178816865117,0.34578178816865118,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,13,1,3,10,3.1766533831193007,0.31766533831193006,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,14,1,3,10,3.4932557980423606,0.34932557980423606,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,15,1,3,11,3.3945375232939878,0.30859432029945344,0,0.3133498016850973,5.004999999999995,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,16,1,3,10,3.3222890414691117,0.3322289041469112,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,17,1,3,10,3.7366607242769669,0.37366607242769667,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,18,1,3,11,3.3803185092532142,0.30730168265938312,0,0.3133498016850973,5.004999999999995,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,19,1,3,10,3.5516155130507814,0.35516155130507815,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,20,1,3,10,3.355527467776529,0.3355527467776529,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,21,1,3,10,3.3941952473264809,0.33941952473264808,0,0.34468478185360701,4.500000000000011,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,22,1,3,11,3.3909390990296027,0.30826719082087295,0,0.3133498016850973,5.004999999999995,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,23,1,3,11,3.335059683109447,0.30318724391904062,0,0.3133498016850973,5.004999999999995,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,24,0,1,6,0.81258832820970839,0.13543138803495139,0,0,2.2080000000000286,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,25,0,1,6,0.81385112575508112,0.13564185429251352,0,0,2.2080000000000286,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,26,0,1,7,0.85482368766837002,0.12211766966691,0,0,2.5689999999999844,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,27,0,1,6,0.75792840448083021,0.12632140074680503,0,0,2.1600000000000303,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,28,0,1,6,0.75897835606056996,0.12649639267676166,0,0,2.16600000000003,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,29,0,1,6,0.83062711520163512,0.13843785253360585,0,0,2.220000000000028,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,30,0,1,6,0.81522648230001993,0.13587108038333665,0,0,2.2080000000000286,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,31,0,1,6,0.76611892637157997,0.12768648772859667,0,0,2.17200000000003,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,32,0,1,7,0.83131897731145832,0.1187598539016369,0,0,2.547999999999984,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,33,0,1,7,0.81995904891347893,0.11713700698763985,0,0,2.533999999999984,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,34,0,1,7,0.76450538328602557,0.10921505475514651,0,0,2.477999999999983,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,35,0,1,6,0.85831159488735331,0.14305193248122555,0,0,2.2440000000000273,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,36,0,1,6,0.78518382744212523,0.1308639712403542,0,0,2.1840000000000295,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,37,0,1,6,0.75867762996782584,0.12644627166130432,0,0,2.1600000000000303,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,38,0,1,6,0.80920604324886725,0.13486767387481122,0,0,2.2080000000000286,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,39,0,1,6,0.768106445945683,0.12801774099094718,0,0,2.17200000000003,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,40,0,1,7,0.83293327545183793,0.11899046792169113,0,0,2.547999999999984,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,41,0,1,6,0.82604922548076176,0.13767487091346028,0,0,2.220000000000028,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,42,0,1,6,0.79924931403290667,0.13320821900548444,0,0,2.196000000000029,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,43,0,1,6,0.82966497130393968,0.13827749521732327,0,0,2.220000000000028,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,44,0,1,6,0.78498030127395191,0.13083005021232533,0,0,2.1840000000000295,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,45,0,1,7,0.71348203202460569,0.10192600457494368,0,0,2.421999999999982,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,46,0,1,7,0.77272540319738769,0.11038934331391252,0,0,2.484999999999983,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,47,0,1,6,0.81598595711324384,0.13599765951887396,0,0,2.2080000000000286,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,48,0,1,6,0.75571664217229739,0.12595277369538291,0,0,2.1600000000000303,alive
8,0.6,46,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,49,0,1,6,0.81682885829813867,0.13613814304968977,0,0,2.2140000000000284,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,4,4,3,6,3.3254138385914747,0.55423563976524581,0,0.57447463642267838,2.502000000000018,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,5,4,2,4,1.7977000662847487,0.44942501657118716,0,0.48481747431709948,1.4999999999999996,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,6,3,26,116,0.99297055737094608,0.0085600910118184999,8,0.00010429384946236547,17.40000000000012,dead
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,7,3,27,121,2.1902077870234256,0.018100890801846493,8,0.00010485759999999987,25.53099999999955,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,8,2,9,37,17.706675041257451,0.47855878489885006,0,0.48101424881180793,17.982000000000014,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,9,2,9,39,17.95013388937986,0.4602598433174323,0,0.45634685143684339,18.99299999999998,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,10,2,9,38,17.996078756711057,0.47358101991344886,0,0.468355979106234,18.505999999999997,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,11,2,9,39,17.998206004245322,0.46149246164731594,0,0.45634685143684339,18.99299999999998,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,12,2,9,39,17.657701432563471,0.45276157519393517,0,0.45634685143684339,18.99299999999998,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,13,2,9,37,17.999849764830742,0.48648242607650655,0,0.48101424881180793,17.982000000000014,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,14,2,9,39,17.977981415742981,0.46097388245494825,0,0.45634685143684339,18.99299999999998,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,15,2,9,39,17.902320767987487,0.459033865845833,0,0.45634685143684339,18.99299999999998,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,16,2,9,38,17.954196918328535,0.47247886627180352,0,0.468355979106234,18.505999999999997,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,17,2,10,43,19.987320205966792,0.46482140013876261,0,0.46511627906976744,20.98400000000001,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,18,2,9,37,17.898532917343768,0.48374413290118295,0,0.48101424881180793,17.982000000000014,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,19,2,9,41,17.459865826786373,0.42585038601917985,0,0.43408602941553398,20.007999999999996,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,20,2,9,38,17.673038746052633,0.4650799670013851,0,0.468355979106234,18.505999999999997,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,21,2,9,38,17.990773959555337,0.47344141998829836,0,0.468355979106234,18.505999999999997,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,22,2,9,39,17.971315981344034,0.46080297388061625,0,0.45634685143684339,18.99299999999998,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,23,2,9,37,17.600764983200701,0.47569635089731627,0,0.48101424881180793,17.982000000000014,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,24,1,3,11,3.3123034578329698,0.30111849616663361,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,25,1,3,11,3.4857042587467597,0.31688220534061451,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,26,1,3,11,3.4286061931856384,0.31169147210778531,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,27,1,3,9,3.575451870067627,0.39727243000751411,0,0.38298309094845223,3.9959999999999813,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,28,1,3,9,3.3126456941154272,0.36807174379060303,0,0.38298309094845223,3.9959999999999813,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,29,1,3,11,3.4650602303621216,0.3150054754874656,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,30,1,3,11,3.5330572424464322,0.32118702204058475,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,31,1,3,10,3.6809971734710398,0.36809971734710401,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,32,1,3,10,3.3654966608756913,0.33654966608756914,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,33,1,3,10,3.6982284235713236,0.36982284235713236,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,34,1,3,10,3.4724686810587713,0.34724686810587713,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,35,1,3,11,3.4484817804033039,0.31349834367302765,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,36,1,3,10,3.5703524337588091,0.35703524337588088,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,37,1,3,9,3.6393157241042937,0.40436841378936594,0,0.38298309094845223,3.9959999999999813,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,38,1,3,11,3.4913412450006795,0.31739465863642541,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,39,1,3,10,3.4934222295792035,0.34934222295792033,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,40,1,3,10,3.4571228714490743,0.34571228714490743,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,41,1,3,11,3.3742350896878461,0.3067486445170769,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,42,1,3,10,3.401248859221182,0.3401248859221182,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,43,1,3,11,3.3865008455932406,0.30786371323574913,0,0.3133498016850973,5.004999999999995,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,44,1,3,10,3.3367553313423928,0.33367553313423925,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,45,1,3,9,3.3555083804782062,0.37283426449757845,0,0.38298309094845223,3.9959999999999813,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,46,1,3,10,3.3873454397074365,0.33873454397074365,0,0.34468478185360701,4.500000000000011,alive
9,0.6,88,10.0,0.4,0.1,0.5,0.020000000000000004,0.4,0.6,0.16000000000000003,2,8,0.1,1,47,1,3,11,3.3503629961118957,0.30457845419199053,0,0.3133498016850973,5.004999999999995,alive
