pop_age,Comp_slope,num_cols,meanK,Fd_ln,input_var,disp_rsk,ad_dsp_fd,min_juv_fd,min_no_off,max_no_off,min_ad_sze_off,max_ad_sze_off,colony_ID,colony_age,num_adsB4_dispersal,num_ads,numjuvs,colony_food,ave_food,dispersers,pot_juv_fd,cal_med_rnk,colAlive,num_juvs_moulting,new_col?,adSz_B4_min,adSz_B4_max,adSz_B4_mean,adSz_B4_SD,adSz_B4_ct,adSz_AF_min,adSz_AF_max,adSz_AF_mean,adSz_AF_SD,adSz_AF_ct,jvSz_B4_min,jvSz_B4_max,jvSz_B4_mean,jvSz_B4_SD,jvSz_B4_ct,jvSz_AF_min,jvSz_AF_max,jvSz_AF_mean,jvSz_AF_SD,jvSz_AF_ct
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,21,1,140,140,420,192.57485727229104,0.4585115649340263,0,0.57404451617922003,209.49599999999998,alive,420,No,0.6,0.6,0.59999999999999942,0.0,140,NA,NA,NA,NA,NA,0.25898394588640722,0.65803156493402626,0.45850775541021671,0.1155,420,0.2589839458864072,0.6580315649340263,0.45850775541021671,0.1155,420
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,22,1,147,147,441,218.78318522687306,0.49610699597930397,0,0.54227423021149468,220.01490000000015,alive,441,No,0.6,0.6,0.5999999999999992,0.0,147,NA,NA,NA,NA,NA,0.29657402545776212,0.69566699597930404,0.49612051071853314,0.1155,441,0.2965740254577621,0.695666995979304,0.49612051071853314,0.1155,441
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,23,1,154,154,462,219.88292754889207,0.4759370726166495,0,0.50759036110988809,230.4918,alive,462,No,0.6,0.6,0.59999999999999898,0.0,154,NA,NA,NA,NA,NA,0.27636287348245037,0.6754970726166496,0.47592997304955004,0.1155,462,0.27636287348245037,0.6754970726166496,0.47592997304955004,0.1155,462
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,24,1,161,161,483,192.38327040431662,0.39830904845614207,0,0.47079167253253912,241.01699999999988,alive,483,No,0.6,0.6,0.59999999999999876,0.0,161,NA,NA,NA,NA,NA,0.19873720580603851,0.59790904845614201,0.39832312713109014,0.1155,483,0.1987372058060385,0.597909048456142,0.39832312713109014,0.1155,483
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,25,1,168,168,504,200.80239168753698,0.39841744382447813,0,0.4326783692067902,251.49600000000004,alive,504,No,0.6,0.6,0.59999999999999853,0.0,168,NA,NA,NA,NA,NA,0.19881109461812896,0.59801744382447819,0.39841426922130346,0.1155,504,0.19881109461812896,0.5980174438244782,0.39841426922130346,0.1155,504
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,26,1,175,175,525,237.5530766188353,0.45248205070254344,0,0.39402393321849266,261.9749999999999,alive,525,No,0.6,0.6,0.59999999999999842,0.0,175,NA,NA,NA,NA,NA,0.2528439554644481,0.65208205070254344,0.45246300308349574,0.1155,525,0.2528439554644481,0.6520820507025434,0.45246300308349574,0.1155,525
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,27,1,182,182,546,208.4698337549272,0.3818128823350315,0,0.3555502804822378,272.50860000000006,alive,535,No,0.6,0.6,0.5999999999999982,0.0,182,NA,NA,NA,NA,NA,0.18218548306763233,0.58145288233503156,0.38181918270133169,0.1155,546,0.19024409112624038,0.5814528823350316,0.38584848673063571,0.1131,535
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,28,1,189,189,567,165.628152626199,0.2921131439615503,0,0.31790726676614534,282.9897000000002,alive,428,No,0.6,0.6,0.59999999999999809,0.0,189,NA,NA,NA,NA,NA,0.092458611333684479,0.49175314396155045,0.29210587764761753,0.1155,567,0.19051857606031586,0.49175314396155045,0.34113586001093316,0.0872,428
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,29,1,196,196,588,224.99038430649222,0.3826367080042385,0,0.28165722150199818,293.4707999999998,alive,577,No,0.6,0.6,0.59999999999999798,0.0,196,NA,NA,NA,NA,NA,0.1829569801130819,0.58227670800423847,0.38261684405866014,0.1155,588,0.19043997331036078,0.5822767080042385,0.38635834065729957,0.1133,577
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,30,1,203,203,609,123.51904364427386,0.20282273176399648,0,0.24726482079698917,304.01279999999997,alive,324,No,0.6,0.6,0.59999999999999787,0.0,203,NA,NA,NA,NA,NA,0.0031595462139143294,0.40250273176399648,0.20283113898895541,0.1155,609,0.19035166444051535,0.4025027317639965,0.29642719810225593,0.0614,324
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,31,1,210,210,630,169.25046150706999,0.2686515262016984,0,0.21509225843858887,314.4960000000001,alive,439,No,0.6,0.6,0.59999999999999765,0.0,210,NA,NA,NA,NA,NA,0.068966446836619136,0.46833152620169843,0.26864898651915869,0.1155,630,0.19023628810646034,0.46833152620169843,0.32928390715407935,0.0805,439
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,32,1,217,217,651,48.67191578922734,0.07476484760249975,0,0.18539936099943283,275.8287000000209,alive,89,No,0.6,0.6,0.59999999999999754,0.0,217,NA,NA,NA,NA,NA,0,0.24424484760251261,0.074755238266397059,0.0812,651,0.19017418708023914,0.2442448476025126,0.21720951734137589,0.0158,89
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,33,1,224,224,672,129.5612629119991,0.19279949838095106,0,0.15834804003975073,335.3951999999999,alive,341,No,0.6,0.6,0.59999999999999754,0.0,224,NA,NA,NA,NA,NA,0,0.39243949838095105,0.19280162192658593,0.1154,672,0.19005854599999858,0.39243949838095105,0.29124902219047483,0.0586,341
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,34,1,231,231,693,113.19816874860177,0.1633451208493532,0,0.1340102932212624,342.7578000000001,alive,297,No,0.6,0.6,0.59999999999999742,0.0,231,NA,NA,NA,NA,NA,0,0.36118512084935323,0.16332840977883581,0.1126,693,0.1903337499979824,0.3611851208493532,0.27575943542366776,0.0495,297
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,35,1,238,238,714,130.8376615105199,0.18324602452453767,0,0.11237886165788143,355.8576000000003,alive,344,No,0.6,0.6,0.59999999999999731,0.0,238,NA,NA,NA,NA,NA,0,0.38260602452453785,0.18325141513502316,0.1149,714,0.1904491617794398,0.38260602452453785,0.28652759315198795,0.0556,344
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,36,1,245,245,735,125.74838997991827,0.17108624487063712,0,0.09337962072965221,364.92749999999916,alive,331,No,0.6,0.6,0.5999999999999972,0.0,245,NA,NA,NA,NA,NA,0,0.36968624487063662,0.17108528188511152,0.1137,735,0.1900944081359428,0.3696862448706366,0.27989032650328977,0.052,331
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,37,1,252,252,756,25.884663081258612,0.03423897232970716,0,0.076884817651002899,247.58999999998525,dead,0,No,0.6,0.6,0.59999999999999709,0.0,252,NA,NA,NA,NA,NA,0,0.16523897232969934,0.034238134112758598,0.051,756,NA,NA,NA,NA,NA
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,38,1,259,259,777,95.28585299087024,0.12263301543226543,0,0.062726358755965453,369.6966000000017,alive,239,No,0.6,0.6,0.59999999999999709,0.0,259,NA,NA,NA,NA,NA,0,0.31295301543226633,0.12262402957695882,0.1028,777,0.19043049290974381,0.31295301543226633,0.25169175417100509,0.0355,239
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,39,1,266,266,798,95.2237909645968,0.1193280588528782,0,0.050708477646532385,377.853000000006,alive,237,No,0.6,0.6,0.59999999999999698,0.0,266,NA,NA,NA,NA,NA,0,0.30872805885288118,0.11933295716148756,0.1017,798,0.19043231950451026,0.3087280588528812,0.24958018917869568,0.0343,237
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,40,1,273,273,819,38.281011576639,0.0467411618762381,0,0.040619266184325924,299.7539999999749,alive,7,No,0.6,0.6,0.59999999999999687,0.0,273,NA,NA,NA,NA,NA,0,0.19314116187622582,0.046746231461268835,0.062,819,0.19021075894582293,0.19314116187622582,0.19167596041102433,0.001,7
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,41,1,280,280,840,35.435150015928045,0.04218470239991434,0,0.032240708726078086,296.6879999999953,dead,0,No,0.6,0.6,0.59999999999999687,0.0,280,NA,NA,NA,NA,NA,0,0.18346470239991211,0.042182503410027841,0.0582,840,NA,NA,NA,NA,NA
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,42,1,287,287,861,72.20510384510399,0.08386190922776306,0,0.025357012966446726,376.51530000000776,alive,149,No,0.6,0.6,0.59999999999999676,0.0,287,NA,NA,NA,NA,NA,0,0.25878190922776662,0.083858718738622592,0.0863,861,0.19002465022660522,0.2587819092277666,0.22440327972718599,0.02,149
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,43,1,294,294,882,0,0,0,0.019761168044864091,0.0,dead,0,No,0.6,0.6,0.59999999999999676,0.0,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.4,44,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,44,1,301,301,903,0,0,0,0.015259775200992779,0.0,dead,0,No,0.6,0.6,0.59999999999999665,0.0,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,1,2,3,3,8,2.7650779239672283,0.34563474049590354,0,0.31119831082540839,3.500000000000055,alive,7,No,0.26349875378134346,0.5301254204480321,0.39680542044802475,0.1088,3,NA,NA,NA,NA,NA,0.17063474049588434,0.5206347404959063,0.34563474049590354,0.1146,8,0.22063474049590628,0.5206347404959063,0.37063474049590628,0.1,7
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,2,2,15,15,38,17.083693692414357,0.44957088664248307,0,0.40178003348032626,18.49840000000023,alive,38,No,0.19373985813672906,0.4604065248033957,0.32707319147006236,0.0823,15,NA,NA,NA,NA,NA,0.25481720243195916,0.64429088664248546,0.44955404453722225,0.1154,38,0.25481720243195916,0.6442908866424855,0.44955404453722225,0.1154,38
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,3,2,33,33,85,51.385759083962654,0.6045383421642665,0,0.51034365585781771,41.99850000000012,alive,85,No,0.19229157927952203,0.4970534840414268,0.34467253166047457,0.0907,33,NA,NA,NA,NA,NA,0.40688422451720818,0.80217834216426709,0.60453128334073769,0.1155,85,0.4068842245172082,0.8021783421642671,0.60453128334073769,0.1155,85
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,4,2,61,61,162,107.49054019515236,0.663521853056496,0,0.65326471951328735,80.49780000000007,alive,162,No,0.19188936399206521,0.5728417449444462,0.38236555446825549,0.1118,61,NA,NA,NA,NA,NA,0.46475098885896532,0.86228185305649618,0.66351642095773078,0.1155,162,0.4647509888589653,0.8622818530564962,0.66351642095773078,0.1155,162
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,5,2,84,84,236,157.7799803148502,0.6685592386222466,0,0.69502939361452121,117.50439999999996,alive,236,No,0.25276294328693955,0.6480010385250349,0.45038199090598707,0.1155,84,NA,NA,NA,NA,NA,0.46941415387648378,0.86771923862224665,0.66856669624936527,0.1155,236,0.4694141538764838,0.8677192386222466,0.66856669624936527,0.1155,236
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,6,2,103,103,274,164.03120287021696,0.5986540250737845,0,0.75119249394107379,136.5068,alive,274,No,0.19174278901254901,0.5803142175839775,0.38602850329826333,0.1133,103,NA,NA,NA,NA,NA,0.39939387908838303,0.79793402507378453,0.59866395208108347,0.1155,274,0.39939387908838303,0.7979340250737845,0.59866395208108347,0.1155,274
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,7,2,126,126,384,250.41489751222576,0.652122128938088,0,0.61605910098326733,191.50080000000005,alive,384,No,0.3468801849221861,0.7437055817475829,0.54529288333488479,0.1155,126,NA,NA,NA,NA,NA,0.45264379560475471,0.85160212893808807,0.65212296227142175,0.1155,384,0.4526437956047547,0.8516021289380881,0.65212296227142175,0.1155,384
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,8,2,147,147,438,188.9945073675985,0.43149430905844405,0,0.54598843726773771,218.51819999999995,alive,438,No,0.31754749286717865,0.7148264044318046,0.51618694864949166,0.1155,147,NA,NA,NA,NA,NA,0.23196755106757647,0.63105430905844406,0.43151093006301033,0.1155,438,0.23196755106757647,0.6310543090584441,0.43151093006301033,0.1155,438
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,9,2,168,168,474,181.00255610750395,0.38186193271625307,0,0.46006307611861236,236.4785999999999,alive,464,No,0.2545220387344896,0.6521410863535372,0.45333156254401336,0.1155,168,NA,NA,NA,NA,NA,0.18226581457279303,0.58142193271625298,0.38184387364452299,0.1155,474,0.19070463313819389,0.581421932716253,0.38606328292722347,0.113,464
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,10,2,189,189,633,148.93184546555608,0.2352793767228374,0,0.2847605375298648,315.9935999999998,alive,388,No,0.4674442088049227,0.8653278066885205,0.66638600774672185,0.1155,189,NA,NA,NA,NA,NA,0.035591288255222737,0.4349593767228373,0.23527533248902999,0.1155,633,0.19040961368966192,0.4349593767228373,0.31268449520624964,0.0708,388
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,11,2,210,210,747,186.945447797938,0.2502616436384712,0,0.18140310952652072,372.97709999999995,alive,486,No,0.5508737376446322,0.9489689757398703,0.74992135669225124,0.1155,210,NA,NA,NA,NA,NA,0.05051711887274158,0.44998164363847121,0.25024938125560642,0.1155,747,0.19027615501731993,0.4499816436384712,0.32012889932789562,0.0751,486
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,12,2,231,231,802,1.6453666288651614,0.002051579337737109,0,0.11579692419243745,76.5910000000284,dead,0,No,0.5153497319212182,0.9136181301896165,0.71448393105541719,0.1155,231,NA,NA,NA,NA,NA,0,0.040251579337751288,0.0020488982712813441,0.0072,802,NA,NA,NA,NA,NA
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,13,2,252,252,822,0,0,0,0.070711584116980766,125.49600000000004,dead,0,No,0.43097900837274283,0.8293917067854413,0.63018535757909222,0.1155,252,NA,NA,NA,NA,NA,0.43097900837274283,0.82939170678544127,0.63018535757909222,0.1155,252,NA,NA,NA,NA,NA
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,14,2,273,273,863,0,0,0,0.03854829548663144,136.00860000000006,dead,0,No,0.39152120164213366,0.7900560001769322,0.59078860090953111,0.1155,273,NA,NA,NA,NA,NA,0.39152120164213366,0.79005600017693223,0.59078860090953111,0.1155,273,NA,NA,NA,NA,NA
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,15,2,294,185,609,193.55358361108554,0.3178219763728827,109,0.016678804034038399,304.01279999999997,alive,499,No,0.5489133847212794,0.9475528405035925,0.74823311261243597,0.1155,294,0.5489133847212794,0.7992535207757012,0.67408345274849024,0.0727,185,0.11815879082280051,0.51750197637288264,0.31783038359784166,0.1155,609,0.19040838031376936,0.5175019763728826,0.35395517834332607,0.0946,499
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,16,2,315,298,952,61.94817270463552,0.06507160998386084,17,0.0082018880937614076,387.65440000002127,alive,91,No,0.42207431289116465,0.8208044716213234,0.62143939225624423,0.1155,315,0.42207431289116465,0.7992171700340218,0.61064574146259343,0.1092,298,0,0.22795160998386979,0.065071293509917638,0.0753,952,0.1901364839334496,0.2279516099838698,0.20904404695865991,0.011,91
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,17,2,336,162,548,223.23498165543816,0.40736310521065355,174,0.0029592455235067272,273.5068,alive,548,No,0.6078480313411296,1.0,0.80718705459099049,0.1154,336,0.6078480313411296,0.7995146980077964,0.70368136467446307,0.0557,162,0.20773303221795278,0.60700310521065359,0.40736806871430331,0.1155,548,0.20773303221795278,0.6070031052106536,0.40736806871430331,0.1155,548
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,18,2,357,322,1031,127.24244715176226,0.12341653457978881,35,0.0012688816636937618,491.271500000002,alive,320,No,0.4392724856589542,0.8381520374796826,0.63871226156932015,0.1155,357,0.4392724856589542,0.7989363512051728,0.6191044184320651,0.1041,322,0,0.31401653457978962,0.12340875634333978,0.1031,1031,0.19025319801334925,0.3140165345797896,0.25213486629656939,0.0358,320
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,19,2,378,322,1036,20.838578148165535,0.020114457671974454,56,0.00043678509187822364,275.99040000006283,dead,0,No,0.45962963390200967,0.8585714328438088,0.6591005333729093,0.1155,378,0.45962963390200967,0.7993121735845494,0.62947090374327974,0.0984,322,0,0.12667445767199872,0.020117958733015088,0.036,1036,NA,NA,NA,NA,NA
2,0.4,59,100.0,0.4,0.1,0.05,0.8,0.19,2,4,0.19,1,20,2,399,399,1255,79.34265606097651,0.0632212398892243,0,0.0001491081998151426,506.7690000000114,alive,110,No,0.3844882574533422,0.783485751187678,0.58398700432051021,0.1155,399,NA,NA,NA,NA,NA,0,0.22474123988922792,0.063223682008100635,0.074,1255,0.19000020403265422,0.22474123988922792,0.20737072196094108,0.0101,110
