pop_age,colony_ID,num_adsB4_dispersal,dispersers,col_space
12,295,1,0,133.0
12,296,1,0,134.0
12,297,1,0,135.0
12,298,1,0,136.0
12,299,1,0,137.0
12,300,1,0,138.0
12,301,1,0,139.0
12,302,1,0,140.0
12,303,1,0,141.0
12,304,1,0,142.0
12,305,1,0,143.0
12,306,1,0,144.0
12,307,1,0,145.0
12,308,1,0,146.0
12,309,1,0,147.0
12,310,1,0,148.0
12,311,1,0,149.0
12,312,1,0,150.0
12,313,1,0,151.0
12,314,1,0,152.0
12,315,1,0,153.0
12,316,1,0,154.0
12,317,1,0,155.0
12,318,1,0,156.0
12,319,1,0,157.0
12,320,1,0,158.0
12,321,1,0,159.0
12,322,1,0,160.0
12,323,1,0,161.0
12,324,1,0,162.0
12,325,1,0,163.0
12,326,1,0,164.0
12,327,1,0,165.0
12,328,1,0,166.0
12,329,1,0,167.0
12,330,1,0,168.0
12,331,1,0,169.0
12,332,1,0,170.0
12,333,1,0,171.0
12,334,1,0,172.0
12,335,1,0,173.0
12,336,1,0,174.0
12,337,1,0,175.0
12,338,1,0,176.0
12,339,1,0,177.0
12,340,1,0,178.0
12,341,1,0,179.0
12,342,1,0,180.0
12,343,1,0,181.0
12,344,1,0,182.0
12,345,1,0,183.0
12,346,1,0,184.0
12,347,1,0,185.0
12,348,1,0,186.0
12,349,1,0,187.0
12,350,1,0,188.0
12,351,1,0,189.0
12,352,1,0,190.0
12,353,1,0,191.0
12,354,1,0,192.0
12,355,1,0,193.0
12,356,1,0,194.0
12,357,1,0,195.0
12,358,1,0,196.0
12,359,1,0,197.0
12,360,1,0,198.0
12,361,1,0,199.0
12,362,1,0,200.0
13,216,1536,1536,13.0
13,217,1536,1536,14.0
13,218,1536,1536,15.0
13,219,1536,1536,16.0
13,220,1536,1536,17.0
13,221,1536,1536,18.0
13,222,1536,1536,19.0
13,223,1536,1536,20.0
13,224,1536,1536,21.0
13,225,1536,1536,22.0
13,226,1536,1536,23.0
13,233,1,0,2.0
13,234,1,0,3.0
13,235,1,0,4.0
13,236,1,0,5.0
13,237,1,0,6.0
13,238,1,0,7.0
13,239,1,0,8.0
13,240,1,0,9.0
13,241,1,0,10.0
13,242,1,0,11.0
13,243,1,0,12.0
13,244,1,0,24.0
13,245,1,0,25.0
13,246,1,0,26.0
13,247,1,0,27.0
13,248,1,0,28.0
13,249,1,0,87.0
13,250,1,0,88.0
13,251,1,0,89.0
13,252,1,0,90.0
13,253,1,0,91.0
13,254,1,0,92.0
13,255,1,0,93.0
13,256,1,0,94.0
13,257,1,0,95.0
13,258,1,0,96.0
13,259,1,0,97.0
13,260,1,0,98.0
13,261,1,0,99.0
13,262,1,0,100.0
13,263,1,0,101.0
13,264,1,0,102.0
13,265,1,0,103.0
13,266,1,0,104.0
13,267,1,0,105.0
13,268,1,0,106.0
13,269,1,0,107.0
13,270,1,0,108.0
13,271,1,0,109.0
13,272,1,0,110.0
13,273,1,0,111.0
13,274,1,0,112.0
13,275,1,0,113.0
13,276,1,0,114.0
13,277,1,0,115.0
13,278,1,0,116.0
13,279,1,0,117.0
13,280,1,0,118.0
13,281,1,0,119.0
13,282,1,0,120.0
13,283,1,0,121.0
13,284,1,0,122.0
13,285,1,0,123.0
13,286,1,0,124.0
13,287,1,0,125.0
13,288,1,0,126.0
13,289,1,0,127.0
13,290,1,0,128.0
13,291,1,0,129.0
13,292,1,0,130.0
13,293,1,0,131.0
13,294,1,0,132.0
13,295,1,0,133.0
13,296,1,0,134.0
13,297,1,0,135.0
13,298,1,0,136.0
13,299,1,0,137.0
13,300,1,0,138.0
13,301,1,0,139.0
13,302,1,0,140.0
13,303,1,0,141.0
13,304,1,0,142.0
13,305,1,0,143.0
13,306,1,0,144.0
13,307,1,0,145.0
13,308,1,0,146.0
13,309,1,0,147.0
13,310,1,0,148.0
13,311,1,0,149.0
13,312,1,0,150.0
13,313,1,0,151.0
13,314,1,0,152.0
13,315,1,0,153.0
13,316,1,0,154.0
13,317,1,0,155.0
13,318,1,0,156.0
13,319,1,0,157.0
13,320,1,0,158.0
13,321,1,0,159.0
13,322,1,0,160.0
13,323,1,0,161.0
13,324,1,0,162.0
13,325,1,0,163.0
13,326,1,0,164.0
13,327,1,0,165.0
13,328,1,0,166.0
13,329,1,0,167.0
13,330,1,0,168.0
13,331,1,0,169.0
13,332,1,0,170.0
13,333,1,0,171.0
13,334,1,0,172.0
13,335,1,0,173.0
13,336,1,0,174.0
13,337,1,0,175.0
13,338,1,0,176.0
13,339,1,0,177.0
13,340,1,0,178.0
13,341,1,0,179.0
13,342,1,0,180.0
13,343,1,0,181.0
13,344,1,0,182.0
13,345,1,0,183.0
13,346,1,0,184.0
13,347,1,0,185.0
13,348,1,0,186.0
13,349,1,0,187.0
13,350,1,0,188.0
13,351,1,0,189.0
13,352,1,0,190.0
13,353,1,0,191.0
13,354,1,0,192.0
13,355,1,0,193.0
13,356,1,0,194.0
13,357,1,0,195.0
13,358,1,0,196.0
13,359,1,0,197.0
13,360,1,0,198.0
13,361,1,0,199.0
13,362,1,0,200.0
13,363,1,0,29.0
13,364,1,0,30.0
13,365,1,0,31.0
13,366,1,0,32.0
13,367,1,0,33.0
13,368,1,0,34.0
13,369,1,0,35.0
13,370,1,0,36.0
13,371,1,0,37.0
13,372,1,0,38.0
13,373,1,0,39.0
13,374,1,0,40.0
13,375,1,0,41.0
13,376,1,0,42.0
13,377,1,0,43.0
13,378,1,0,44.0
13,379,1,0,45.0
13,380,1,0,46.0
13,381,1,0,47.0
13,382,1,0,48.0
13,383,1,0,49.0
13,384,1,0,50.0
13,385,1,0,51.0
13,386,1,0,52.0
13,387,1,0,53.0
13,388,1,0,54.0
13,389,1,0,55.0
13,390,1,0,56.0
13,391,1,0,57.0
13,392,1,0,58.0
13,393,1,0,59.0
13,394,1,0,60.0
13,395,1,0,61.0
13,396,1,0,62.0
13,397,1,0,63.0
13,398,1,0,64.0
13,399,1,0,65.0
13,400,1,0,66.0
13,401,1,0,67.0
13,402,1,0,68.0
13,403,1,0,69.0
13,404,1,0,70.0
13,405,1,0,71.0
13,406,1,0,72.0
13,407,1,0,73.0
13,408,1,0,74.0
13,409,1,0,75.0
13,410,1,0,76.0
13,411,1,0,77.0
13,412,1,0,78.0
13,413,1,0,79.0
13,414,1,0,80.0
13,415,1,0,81.0
13,416,1,0,82.0
13,417,1,0,83.0
13,418,1,0,84.0
13,419,1,0,85.0
13,420,1,0,86.0
13,421,1,0,200.0
14,363,1,0,29.0
14,364,1,0,30.0
14,365,1,0,31.0
14,366,1,0,32.0
14,367,1,0,33.0
14,368,1,0,34.0
14,369,1,0,35.0
14,370,1,0,36.0
14,371,1,0,37.0
14,372,1,0,38.0
14,373,1,0,39.0
14,374,1,0,40.0
14,375,1,0,41.0
14,376,1,0,42.0
14,377,1,0,43.0
14,378,1,0,44.0
14,379,1,0,45.0
14,380,1,0,46.0
14,381,1,0,47.0
14,382,1,0,48.0
14,383,1,0,49.0
14,384,1,0,50.0
14,385,1,0,51.0
14,386,1,0,52.0
14,387,1,0,53.0
14,388,1,0,54.0
14,389,1,0,55.0
14,390,1,0,56.0
14,391,1,0,57.0
14,392,1,0,58.0
14,393,1,0,59.0
14,394,1,0,60.0
14,395,1,0,61.0
14,396,1,0,62.0
14,397,1,0,63.0
14,398,1,0,64.0
14,399,1,0,65.0
14,400,1,0,66.0
14,401,1,0,67.0
14,402,1,0,68.0
14,403,1,0,69.0
14,404,1,0,70.0
14,405,1,0,71.0
14,406,1,0,72.0
14,407,1,0,73.0
14,408,1,0,74.0
14,409,1,0,75.0
14,410,1,0,76.0
14,411,1,0,77.0
14,412,1,0,78.0
14,413,1,0,79.0
14,414,1,0,80.0
14,415,1,0,81.0
14,416,1,0,82.0
14,417,1,0,83.0
14,418,1,0,84.0
14,419,1,0,85.0
14,420,1,0,86.0
14,421,1,0,
