pop_age,colony_ID,num_adsB4_dispersal,dispersers,col_space
3,174,1,0,159.0
3,175,1,0,160.0
3,176,1,0,161.0
3,177,1,0,162.0
3,178,1,0,163.0
3,179,1,0,164.0
3,180,1,0,165.0
3,181,1,0,166.0
3,182,1,0,167.0
3,183,1,0,168.0
3,184,1,0,169.0
3,185,1,0,170.0
3,186,1,0,171.0
3,187,1,0,172.0
3,188,1,0,173.0
3,189,1,0,174.0
3,190,1,0,175.0
3,191,1,0,176.0
3,192,1,0,177.0
3,193,1,0,178.0
3,194,1,0,179.0
3,195,1,0,180.0
3,196,1,0,181.0
3,197,1,0,182.0
3,198,1,0,183.0
3,199,1,0,184.0
3,200,1,0,185.0
3,201,1,0,186.0
3,202,1,0,187.0
3,203,1,0,188.0
3,204,1,0,189.0
3,205,1,0,190.0
3,206,1,0,191.0
3,207,1,0,192.0
3,208,1,0,193.0
3,209,1,0,194.0
3,210,1,0,195.0
3,211,1,0,196.0
3,212,1,0,197.0
3,213,1,0,198.0
3,214,1,0,199.0
3,215,1,0,200.0
3,216,1,0,13.0
3,217,1,0,14.0
3,218,1,0,15.0
3,219,1,0,16.0
3,220,1,0,17.0
3,221,1,0,18.0
3,222,1,0,19.0
3,223,1,0,20.0
3,224,1,0,21.0
3,225,1,0,22.0
3,226,1,0,23.0
3,227,1,0,24.0
3,228,1,0,25.0
3,229,1,0,26.0
3,230,1,0,27.0
3,231,1,0,28.0
3,232,1,0,200.0
4,43,4,0,1.0
4,44,4,0,29.0
4,45,4,0,30.0
4,46,4,0,31.0
4,47,4,0,32.0
4,48,4,0,33.0
4,49,4,0,34.0
4,50,4,0,35.0
4,51,4,0,36.0
4,52,4,0,37.0
4,53,4,0,38.0
4,54,4,0,39.0
4,55,4,0,40.0
4,56,4,0,41.0
4,57,4,0,42.0
4,58,4,0,43.0
4,59,4,0,44.0
4,60,4,0,45.0
4,61,4,0,46.0
4,62,4,0,47.0
4,63,4,0,48.0
4,64,4,0,49.0
4,65,4,0,50.0
4,66,4,0,51.0
4,67,4,0,52.0
4,68,4,0,53.0
4,69,4,0,54.0
4,70,4,0,55.0
4,71,4,0,56.0
4,72,4,0,57.0
4,73,4,0,58.0
4,74,4,0,59.0
4,75,4,0,60.0
4,76,4,0,61.0
4,77,4,0,62.0
4,78,4,0,63.0
4,79,4,0,64.0
4,80,4,0,65.0
4,81,4,0,66.0
4,82,4,0,67.0
4,83,4,0,68.0
4,84,4,0,69.0
4,85,4,0,70.0
4,86,4,0,71.0
4,87,4,0,72.0
4,88,4,0,73.0
4,89,4,0,74.0
4,90,4,0,75.0
4,91,4,0,76.0
4,92,4,0,77.0
4,93,4,0,78.0
4,94,4,0,79.0
4,95,4,0,80.0
4,96,4,0,81.0
4,97,4,0,82.0
4,98,4,0,83.0
4,99,4,0,84.0
4,100,4,0,85.0
4,101,4,0,86.0
4,216,2,0,13.0
4,217,2,0,14.0
4,218,2,0,15.0
4,219,2,0,16.0
4,220,2,0,17.0
4,221,2,0,18.0
4,222,2,0,19.0
4,223,2,0,20.0
4,224,2,0,21.0
4,225,2,0,22.0
4,226,2,0,23.0
4,227,1,0,24.0
4,228,1,0,25.0
4,229,1,0,26.0
4,230,1,0,27.0
4,231,1,0,28.0
4,232,1,0,
5,43,8,0,1.0
5,44,8,0,29.0
5,45,8,0,30.0
5,46,8,0,31.0
5,47,8,0,32.0
5,48,8,0,33.0
5,49,8,0,34.0
5,50,8,0,35.0
5,51,8,0,36.0
5,52,8,0,37.0
5,53,8,0,38.0
5,54,8,0,39.0
5,55,8,0,40.0
5,56,8,0,41.0
5,57,8,0,42.0
5,58,8,0,43.0
5,59,8,0,44.0
5,60,8,0,45.0
5,61,8,0,46.0
5,62,8,0,47.0
5,63,8,0,48.0
5,64,8,0,49.0
5,65,8,0,50.0
5,66,8,0,51.0
5,67,8,0,52.0
5,68,8,0,53.0
5,69,8,0,54.0
5,70,8,0,55.0
5,71,8,0,56.0
5,72,8,0,57.0
5,73,8,0,58.0
5,74,8,0,59.0
5,75,8,0,60.0
5,76,8,0,61.0
5,77,8,0,62.0
5,78,8,0,63.0
5,79,8,0,64.0
5,80,8,0,65.0
5,81,8,0,66.0
5,82,8,0,67.0
5,83,8,0,68.0
5,84,8,0,69.0
5,85,8,0,70.0
5,86,8,0,71.0
5,87,8,0,72.0
5,88,8,0,73.0
5,89,8,0,74.0
5,90,8,0,75.0
5,91,8,0,76.0
5,92,8,0,77.0
5,93,8,0,78.0
5,94,8,0,79.0
5,95,8,0,80.0
5,96,8,0,81.0
5,97,8,0,82.0
5,98,8,0,83.0
5,99,8,0,84.0
5,100,8,0,85.0
5,101,8,0,86.0
5,216,4,0,13.0
5,217,4,0,14.0
5,218,4,0,15.0
5,219,4,0,16.0
5,220,4,0,17.0
5,221,4,0,18.0
5,222,4,0,19.0
5,223,4,0,20.0
5,224,4,0,21.0
5,225,4,0,22.0
5,226,4,0,23.0
6,43,16,0,1.0
6,44,16,0,29.0
6,45,16,0,30.0
6,46,16,0,31.0
6,47,16,0,32.0
6,48,16,0,33.0
6,49,16,0,34.0
6,50,16,0,35.0
6,51,16,0,36.0
6,52,16,0,37.0
6,53,16,0,38.0
6,54,16,0,39.0
6,55,16,0,40.0
6,56,16,0,41.0
6,57,16,0,42.0
6,58,16,0,43.0
6,59,16,0,44.0
6,60,16,0,45.0
6,61,16,0,46.0
6,62,16,0,47.0
6,63,16,0,48.0
6,64,16,0,49.0
6,65,16,0,50.0
6,66,16,0,51.0
6,67,16,0,52.0
6,68,16,0,53.0
6,69,16,0,54.0
6,70,16,0,55.0
6,71,16,0,56.0
6,72,16,0,57.0
6,73,16,0,58.0
6,74,16,0,59.0
6,75,16,0,60.0
6,76,16,0,61.0
6,77,16,0,62.0
6,78,16,0,63.0
6,79,16,0,64.0
6,80,16,0,65.0
6,81,16,0,66.0
6,82,16,0,67.0
6,83,16,0,68.0
6,84,16,0,69.0
6,85,16,0,70.0
6,86,16,0,71.0
6,87,16,0,72.0
6,88,16,0,73.0
6,89,16,0,74.0
6,90,16,0,75.0
6,91,16,0,76.0
6,92,16,0,77.0
6,93,16,0,78.0
6,94,16,0,79.0
6,95,16,0,80.0
6,96,16,0,81.0
6,97,16,0,82.0
6,98,16,0,83.0
6,99,16,0,84.0
6,100,16,0,85.0
6,101,16,0,86.0
6,216,8,0,13.0
6,217,8,0,14.0
6,218,8,0,15.0
6,219,8,0,16.0
6,220,8,0,17.0
6,221,8,0,18.0
6,222,8,0,19.0
6,223,8,0,20.0
6,224,8,0,21.0
6,225,8,0,22.0
6,226,8,0,23.0
7,43,32,0,1.0
7,44,32,0,29.0
7,45,32,0,30.0
7,46,32,0,31.0
7,47,32,0,32.0
7,48,32,0,33.0
7,49,32,0,34.0
7,50,32,0,35.0
7,51,32,0,36.0
7,52,32,0,37.0
7,53,32,0,38.0
7,54,32,0,39.0
7,55,32,0,40.0
7,56,32,0,41.0
7,57,32,0,42.0
7,58,32,0,43.0
7,59,32,0,44.0
7,60,32,0,45.0
7,61,32,0,46.0
7,62,32,0,47.0
7,63,32,0,48.0
7,64,32,0,49.0
7,65,32,0,50.0
7,66,32,0,51.0
7,67,32,0,52.0
7,68,32,0,53.0
7,69,32,0,54.0
7,70,32,0,55.0
7,71,32,0,56.0
7,72,32,0,57.0
7,73,32,0,58.0
7,74,32,0,59.0
7,75,32,0,60.0
7,76,32,0,61.0
7,77,32,0,62.0
7,78,32,0,63.0
7,79,32,0,64.0
7,80,32,0,65.0
7,81,32,0,66.0
7,82,32,0,67.0
7,83,32,0,68.0
7,84,32,0,69.0
7,85,32,0,70.0
7,86,32,0,71.0
7,87,32,0,72.0
7,88,32,0,73.0
7,89,32,0,74.0
7,90,32,0,75.0
7,91,32,0,76.0
7,92,32,0,77.0
7,93,32,0,78.0
7,94,32,0,79.0
7,95,32,0,80.0
7,96,32,0,81.0
7,97,32,0,82.0
7,98,32,0,83.0
7,99,32,0,84.0
7,100,32,0,85.0
7,101,32,0,86.0
7,216,16,0,13.0
7,217,16,0,14.0
7,218,16,0,15.0
7,219,16,0,16.0
7,220,16,0,17.0
7,221,16,0,18.0
7,222,16,0,19.0
7,223,16,0,20.0
7,224,16,0,21.0
7,225,16,0,22.0
7,226,16,0,23.0
8,43,64,0,1.0
8,44,64,0,29.0
8,45,64,0,30.0
8,46,64,0,31.0
8,47,64,0,32.0
8,48,64,0,33.0
8,49,64,0,34.0
8,50,64,0,35.0
8,51,64,0,36.0
8,52,64,0,37.0
8,53,64,0,38.0
8,54,64,0,39.0
8,55,64,0,40.0
8,56,64,0,41.0
8,57,64,0,42.0
8,58,64,0,43.0
8,59,64,0,44.0
8,60,64,0,45.0
8,61,64,0,46.0
8,62,64,0,47.0
8,63,64,0,48.0
8,64,64,0,49.0
8,65,64,0,50.0
8,66,64,0,51.0
8,67,64,0,52.0
8,68,64,0,53.0
8,69,64,0,54.0
8,70,64,0,55.0
8,71,64,0,56.0
8,72,64,0,57.0
8,73,64,0,58.0
8,74,64,0,59.0
8,75,64,0,60.0
8,76,64,0,61.0
8,77,64,0,62.0
8,78,64,0,63.0
8,79,64,0,64.0
8,80,64,0,65.0
8,81,64,0,66.0
8,82,64,0,67.0
8,83,64,0,68.0
8,84,64,0,69.0
8,85,64,0,70.0
8,86,64,0,71.0
8,87,64,0,72.0
8,88,64,0,73.0
8,89,64,0,74.0
8,90,64,0,75.0
8,91,64,0,76.0
8,92,64,0,77.0
8,93,64,0,78.0
8,94,64,0,79.0
8,95,64,0,80.0
8,96,64,0,81.0
8,97,64,0,82.0
8,98,64,0,83.0
8,99,64,0,84.0
8,100,64,0,85.0
8,101,64,0,86.0
8,216,32,0,13.0
8,217,32,0,14.0
8,218,32,0,15.0
8,219,32,0,16.0
8,220,32,0,17.0
8,221,32,0,18.0
8,222,32,0,19.0
8,223,32,0,20.0
8,224,32,0,21.0
8,225,32,0,22.0
8,226,32,0,23.0
9,43,128,0,1.0
9,44,128,0,29.0
9,45,128,0,30.0
9,46,128,0,31.0
9,47,128,0,32.0
9,48,128,0,33.0
9,49,128,0,34.0
9,50,128,0,35.0
9,51,128,0,36.0
9,52,128,0,37.0
9,53,128,0,38.0
9,54,128,0,39.0
9,55,128,0,40.0
9,56,128,0,41.0
9,57,128,0,42.0
9,58,128,0,43.0
9,59,128,0,44.0
9,60,128,0,45.0
9,61,128,0,46.0
9,62,128,0,47.0
9,63,128,0,48.0
9,64,128,0,49.0
9,65,128,0,50.0
9,66,128,0,51.0
9,67,128,0,52.0
9,68,128,0,53.0
9,69,128,0,54.0
9,70,128,0,55.0
9,71,128,0,56.0
9,72,128,0,57.0
9,73,128,0,58.0
9,74,128,0,59.0
9,75,128,0,60.0
9,76,128,0,61.0
9,77,128,0,62.0
9,78,128,0,63.0
9,79,128,0,64.0
9,80,128,0,65.0
9,81,128,0,66.0
9,82,128,0,67.0
9,83,128,0,68.0
9,84,128,0,69.0
9,85,128,0,70.0
9,86,128,0,71.0
9,87,128,0,72.0
9,88,128,0,73.0
9,89,128,0,74.0
9,90,128,0,75.0
9,91,128,0,76.0
9,92,128,0,77.0
9,93,128,0,78.0
9,94,128,0,79.0
9,95,128,0,80.0
9,96,128,0,81.0
9,97,128,0,82.0
9,98,128,0,83.0
9,99,128,0,84.0
9,100,128,0,85.0
9,101,128,0,86.0
9,216,64,0,13.0
9,217,64,0,14.0
9,218,64,0,15.0
9,219,64,0,16.0
9,220,64,0,17.0
9,221,64,0,18.0
9,222,64,0,19.0
9,223,64,0,20.0
9,224,64,0,21.0
9,225,64,0,22.0
9,226,64,0,23.0
10,43,256,0,1.0
10,44,256,0,29.0
10,45,256,0,30.0
10,46,256,0,31.0
10,47,256,0,32.0
10,48,256,0,33.0
10,49,256,0,34.0
10,50,256,0,35.0
10,51,256,0,36.0
10,52,256,0,37.0
10,53,256,0,38.0
10,54,256,0,39.0
10,55,256,0,40.0
10,56,256,0,41.0
10,57,256,0,42.0
10,58,256,0,43.0
10,59,256,0,44.0
10,60,256,0,45.0
10,61,256,0,46.0
10,62,256,0,47.0
10,63,256,0,48.0
10,64,256,0,49.0
10,65,256,0,50.0
10,66,256,0,51.0
10,67,256,0,52.0
10,68,256,0,53.0
10,69,256,0,54.0
10,70,256,0,55.0
10,71,256,0,56.0
10,72,256,0,57.0
10,73,256,0,58.0
10,74,256,0,59.0
10,75,256,0,60.0
10,76,256,0,61.0
10,77,256,0,62.0
10,78,256,0,63.0
10,79,256,0,64.0
10,80,256,0,65.0
10,81,256,0,66.0
10,82,256,0,67.0
10,83,256,0,68.0
10,84,256,0,69.0
10,85,256,0,70.0
10,86,256,0,71.0
10,87,256,0,72.0
10,88,256,0,73.0
10,89,256,0,74.0
10,90,256,0,75.0
10,91,256,0,76.0
10,92,256,0,77.0
10,93,256,0,78.0
10,94,256,0,79.0
10,95,256,0,80.0
10,96,256,0,81.0
10,97,256,0,82.0
10,98,256,0,83.0
10,99,256,0,84.0
10,100,256,0,85.0
10,101,256,0,86.0
10,216,128,0,13.0
10,217,128,0,14.0
10,218,128,0,15.0
10,219,128,0,16.0
10,220,128,0,17.0
10,221,128,0,18.0
10,222,128,0,19.0
10,223,128,0,20.0
10,224,128,0,21.0
10,225,128,0,22.0
10,226,128,0,23.0
11,43,512,0,1.0
11,44,512,0,29.0
11,45,512,0,30.0
11,46,512,0,31.0
11,47,512,0,32.0
11,48,512,0,33.0
11,49,512,0,34.0
11,50,512,0,35.0
11,51,512,0,36.0
11,52,512,0,37.0
11,53,512,0,38.0
11,54,512,0,39.0
11,55,512,0,40.0
11,56,512,0,41.0
11,57,512,0,42.0
11,58,512,0,43.0
11,59,512,0,44.0
11,60,512,0,45.0
11,61,512,0,46.0
11,62,512,0,47.0
11,63,512,0,48.0
11,64,512,0,49.0
11,65,512,0,50.0
11,66,512,0,51.0
11,67,512,0,52.0
11,68,512,0,53.0
11,69,512,0,54.0
11,70,512,0,55.0
11,71,512,0,56.0
11,72,512,0,57.0
11,73,512,0,58.0
11,74,512,0,59.0
11,75,512,0,60.0
11,76,512,0,61.0
11,77,512,0,62.0
11,78,512,0,63.0
11,79,512,0,64.0
11,80,512,0,65.0
11,81,512,0,66.0
11,82,512,0,67.0
11,83,512,0,68.0
11,84,512,0,69.0
11,85,512,0,70.0
11,86,512,0,71.0
11,87,512,0,72.0
11,88,512,0,73.0
11,89,512,0,74.0
11,90,512,0,75.0
11,91,512,0,76.0
11,92,512,0,77.0
11,93,512,0,78.0
11,94,512,0,79.0
11,95,512,0,80.0
11,96,512,0,81.0
11,97,512,0,82.0
11,98,512,0,83.0
11,99,512,0,84.0
11,100,512,0,85.0
11,101,512,0,86.0
11,216,256,0,13.0
11,217,256,0,14.0
11,218,256,0,15.0
11,219,256,0,16.0
11,220,256,0,17.0
11,221,256,0,18.0
11,222,256,0,19.0
11,223,256,0,20.0
11,224,256,0,21.0
11,225,256,0,22.0
11,226,256,0,23.0
12,43,1536,1536,1.0
12,44,1536,1536,29.0
12,45,1536,1536,30.0
12,46,1536,1536,31.0
12,47,1536,1536,32.0
12,48,1536,1536,33.0
12,49,1536,1536,34.0
12,50,1536,1536,35.0
12,51,1536,1536,36.0
12,52,1536,1536,37.0
12,53,1536,1536,38.0
12,54,1536,1536,39.0
12,55,1536,1536,40.0
12,56,1536,1536,41.0
12,57,1536,1536,42.0
12,58,1536,1536,43.0
12,59,1536,1536,44.0
12,60,1536,1536,45.0
12,61,1536,1536,46.0
12,62,1536,1536,47.0
12,63,1536,1536,48.0
12,64,1536,1536,49.0
12,65,1536,1536,50.0
12,66,1536,1536,51.0
12,67,1536,1536,52.0
12,68,1536,1536,53.0
12,69,1536,1536,54.0
12,70,1536,1536,55.0
12,71,1536,1536,56.0
12,72,1536,1536,57.0
12,73,1536,1536,58.0
12,74,1536,1536,59.0
12,75,1536,1536,60.0
12,76,1536,1536,61.0
12,77,1536,1536,62.0
12,78,1536,1536,63.0
12,79,1536,1536,64.0
12,80,1536,1536,65.0
12,81,1536,1536,66.0
12,82,1536,1536,67.0
12,83,1536,1536,68.0
12,84,1536,1536,69.0
12,85,1536,1536,70.0
12,86,1536,1536,71.0
12,87,1536,1536,72.0
12,88,1536,1536,73.0
12,89,1536,1536,74.0
12,90,1536,1536,75.0
12,91,1536,1536,76.0
12,92,1536,1536,77.0
12,93,1536,1536,78.0
12,94,1536,1536,79.0
12,95,1536,1536,80.0
12,96,1536,1536,81.0
12,97,1536,1536,82.0
12,98,1536,1536,83.0
12,99,1536,1536,84.0
12,100,1536,1536,85.0
12,101,1536,1536,86.0
12,216,512,0,13.0
12,217,512,0,14.0
12,218,512,0,15.0
12,219,512,0,16.0
12,220,512,0,17.0
12,221,512,0,18.0
12,222,512,0,19.0
12,223,512,0,20.0
12,224,512,0,21.0
12,225,512,0,22.0
12,226,512,0,23.0
12,233,1,0,2.0
12,234,1,0,3.0
12,235,1,0,4.0
12,236,1,0,5.0
12,237,1,0,6.0
12,238,1,0,7.0
12,239,1,0,8.0
12,240,1,0,9.0
12,241,1,0,10.0
12,242,1,0,11.0
12,243,1,0,12.0
12,244,1,0,24.0
12,245,1,0,25.0
12,246,1,0,26.0
12,247,1,0,27.0
12,248,1,0,28.0
12,249,1,0,87.0
12,250,1,0,88.0
12,251,1,0,89.0
12,252,1,0,90.0
12,253,1,0,91.0
12,254,1,0,92.0
12,255,1,0,93.0
12,256,1,0,94.0
12,257,1,0,95.0
12,258,1,0,96.0
12,259,1,0,97.0
12,260,1,0,98.0
12,261,1,0,99.0
12,262,1,0,100.0
12,263,1,0,101.0
12,264,1,0,102.0
12,265,1,0,103.0
12,266,1,0,104.0
12,267,1,0,105.0
12,268,1,0,106.0
12,269,1,0,107.0
12,270,1,0,108.0
12,271,1,0,109.0
12,272,1,0,110.0
12,273,1,0,111.0
12,274,1,0,112.0
12,275,1,0,113.0
12,276,1,0,114.0
12,277,1,0,115.0
12,278,1,0,116.0
12,279,1,0,117.0
12,280,1,0,118.0
12,281,1,0,119.0
12,282,1,0,120.0
12,283,1,0,121.0
12,284,1,0,122.0
12,285,1,0,123.0
12,286,1,0,124.0
12,287,1,0,125.0
12,288,1,0,126.0
12,289,1,0,127.0
12,290,1,0,128.0
12,291,1,0,129.0
12,292,1,0,130.0
12,293,1,0,131.0
12,294,1,0,132.0
