pop_age,comp_type,Comp_slope,num_cols,meanK,Fd_ln,input_var,disp_rsk,ad_dsp_fd,min_juv_fd,min_no_off,max_no_off,min_ad_sze_off,max_ad_sze_off,juv_fd_lmt_disp,colony_ID,colony_age,num_adsB4_dispersal,num_ads,numjuvs,col_fd_B4_rnd,colony_food,ave_food,dispersers,pot_col_num_juvs,pot_juv_fd,cal_med_rnk,colAlive,num_juvs_moulting,new_col?,adSz_B4_min,adSz_B4_max,adSz_B4_mean,adSz_B4_SD,adSz_B4_ct,adSz_AF_min,adSz_AF_max,adSz_AF_mean,adSz_AF_SD,adSz_AF_ct,jvSz_B4_min,jvSz_B4_max,jvSz_B4_mean,jvSz_B4_SD,jvSz_B4_ct,jvSz_AF_min,jvSz_AF_max,jvSz_AF_mean,jvSz_AF_SD,jvSz_AF_ct
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,31,1,260,260,1560,515.420176089,515.420176089,0.330397548775,0,1560,0.330397548775,772.98,alive,1018,No,0.8,0.8,0.8,0.0,260,NA,NA,NA,NA,NA,0,0.72705181433,0.330398100621,0.2259,1560,0.20517881882,0.72705181433,0.466115316575,0.1508,1018
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,32,1,270,270,1620,537.319590324,537.319590324,0.331678759459,0,1620,0.331678759459,802.9854,alive,1060,No,0.8,0.8,0.8,0.0,270,NA,NA,NA,NA,NA,0,0.728459685957,0.331678138881,0.2261,1620,0.205173706958,0.728459685957,0.466816696457,0.1512,1060
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,33,1,280,280,1680,558.762877038,558.762877038,0.332596950618,0,1680,0.332596950618,832.9272,alive,1101,No,0.8,0.8,0.8,0.0,280,NA,NA,NA,NA,NA,0,0.729465181708,0.332592972466,0.2262,1680,0.205343680814,0.729465181708,0.467404431261,0.1514,1101
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,34,1,290,290,1740,579.679407808,579.679407808,0.333149084947,0,1740,0.333149084947,862.8138,alive,1142,No,0.8,0.8,0.8,0.0,290,NA,NA,NA,NA,NA,0,0.730073202256,0.333146847004,0.2263,1740,0.205173834803,0.730073202256,0.46762351853,0.1517,1142
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,35,1,300,300,1800,600.0,600.0,0.333333333333,0,1800,0.333333333333,892.62,alive,1182,No,0.8,0.8,0.8,0.0,300,NA,NA,NA,NA,NA,0,0.730273855846,0.33332924876,0.2263,1800,0.205093199926,0.730273855846,0.467683527886,0.1517,1182
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,36,1,1,1,6,1.22,1.22,0.203333333333,0,6,0.203333333333,2.16618,alive,3,No,0.8,0.8,0.8,0.0,1,NA,NA,NA,NA,NA,0,0.549922133333,0.203333333333,0.2089,6,0.229922133333,0.549922133333,0.389922133333,0.1306,3
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,37,1,1,1,6,1.22,1.22,0.203333333333,0,6,0.203333333333,2.16618,alive,3,No,0.8,0.8,0.8,0.0,1,NA,NA,NA,NA,NA,0,0.549922133333,0.203333333333,0.2089,6,0.229922133333,0.549922133333,0.389922133333,0.1306,3
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,38,1,1,1,6,1.22,1.22,0.203333333333,0,6,0.203333333333,2.16618,alive,3,No,0.8,0.8,0.8,0.0,1,NA,NA,NA,NA,NA,0,0.549922133333,0.203333333333,0.2089,6,0.229922133333,0.549922133333,0.389922133333,0.1306,3
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,39,1,1,1,6,1.22,1.22,0.203333333333,0,6,0.203333333333,2.16618,alive,3,No,0.8,0.8,0.8,0.0,1,NA,NA,NA,NA,NA,0,0.549922133333,0.203333333333,0.2089,6,0.229922133333,0.549922133333,0.389922133333,0.1306,3
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,40,1,1,1,6,1.22,1.22,0.203333333333,0,6,0.203333333333,2.16618,alive,3,No,0.8,0.8,0.8,0.0,1,NA,NA,NA,NA,NA,0,0.549922133333,0.203333333333,0.2089,6,0.229922133333,0.549922133333,0.389922133333,0.1306,3
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,41,1,10,10,60,12.5628629078,12.5628629078,0.209381048463,0,60,0.209381048463,27.108,alive,28,No,0.8,0.8,0.8,0.0,10,NA,NA,NA,NA,NA,0,0.576947150158,0.209410994336,0.194,60,0.210845455243,0.576947150158,0.3938963027,0.1095,28
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,42,1,20,20,120,25.9301773455,25.9301773455,0.216084811212,0,120,0.216084811212,55.1892,alive,57,No,0.8,0.8,0.8,0.0,20,NA,NA,NA,NA,NA,0,0.587104643145,0.216089623461,0.1959,120,0.21063405491,0.587104643145,0.398869349028,0.1106,57
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,43,1,30,30,180,40.0962148003,40.0962148003,0.222756748891,0,180,0.222756748891,83.61,alive,88,No,0.8,0.8,0.8,0.0,30,NA,NA,NA,NA,NA,0,0.596432726544,0.222757150183,0.1982,180,0.207605910902,0.596432726544,0.402019318723,0.1135,88
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,44,1,40,40,240,55.051416895,55.051416895,0.229380903729,0,240,0.229380903729,112.3392,alive,120,No,0.8,0.8,0.8,0.0,40,NA,NA,NA,NA,NA,0,0.605411698708,0.229384670056,0.2005,240,0.207085338876,0.605411698708,0.406248518792,0.1159,120
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,45,1,50,50,300,70.7822985802,70.7822985802,0.235940995267,0,300,0.235940995267,141.339,alive,153,No,0.8,0.8,0.8,0.0,50,NA,NA,NA,NA,NA,0,0.614105543763,0.235942455346,0.2028,300,0.207416580552,0.614105543763,0.410761062157,0.1182,153
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,46,1,60,60,360,87.2713741603,87.2713741603,0.242420483779,0,360,0.242420483779,170.5824,alive,188,No,0.8,0.8,0.8,0.0,60,NA,NA,NA,NA,NA,0,0.622548394642,0.242419295541,0.205,360,0.20583530272,0.622548394642,0.414191848681,0.1209,188
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,47,1,70,70,420,104.497107537,104.497107537,0.248802636993,0,420,0.248802636993,200.0376,alive,223,No,0.8,0.8,0.8,0.0,70,NA,NA,NA,NA,NA,0,0.630736002148,0.248800244443,0.2071,420,0.206869653699,0.630736002148,0.418802827924,0.1229,223
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,48,1,80,80,480,122.43388789,122.43388789,0.255070599772,0,480,0.255070599772,229.68,alive,260,No,0.8,0.8,0.8,0.0,80,NA,NA,NA,NA,NA,0,0.638669764699,0.255070094838,0.209,480,0.206101915012,0.638669764699,0.422385839855,0.1254,260
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,49,1,90,90,540,141.052031825,141.052031825,0.261207466343,0,540,0.261207466343,259.4808,alive,298,No,0.8,0.8,0.8,0.0,90,NA,NA,NA,NA,NA,0,0.646336668569,0.261208434674,0.2108,540,0.205520342039,0.646336668569,0.425928505304,0.1277,298
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,50,1,100,100,600,160.317812805,160.317812805,0.267196354676,0,600,0.267196354676,289.41,alive,336,No,0.8,0.8,0.8,0.0,100,NA,NA,NA,NA,NA,0,0.653720561688,0.267192942249,0.2125,600,0.206308207764,0.653720561688,0.430014384726,0.1295,336
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,51,1,110,110,660,180.193518488,180.193518488,0.273020482557,0,660,0.273020482557,319.4532,alive,376,No,0.8,0.8,0.8,0.0,110,NA,NA,NA,NA,NA,0,0.660824063741,0.273016930048,0.2141,660,0.205588858885,0.660824063741,0.433206461313,0.1318,376
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,52,1,120,120,720,200.637536325,200.637536325,0.278663244896,0,720,0.278663244896,349.5888,alive,416,No,0.8,0.8,0.8,0.0,120,NA,NA,NA,NA,NA,0,0.667635484117,0.278662393463,0.2156,720,0.205883050181,0.667635484117,0.436759267149,0.1336,416
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,53,1,130,130,780,221.604467576,221.604467576,0.284108291764,0,780,0.284108291764,379.7898,alive,457,No,0.8,0.8,0.8,0.0,130,NA,NA,NA,NA,NA,0,0.674136327708,0.284104938498,0.2169,780,0.205843644781,0.674136327708,0.439989986244,0.1355,457
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,54,1,140,140,840,243.045269604,243.045269604,0.289339606672,0,840,0.289339606672,410.046,alive,499,No,0.8,0.8,0.8,0.0,140,NA,NA,NA,NA,NA,0,0.680325065551,0.289336535116,0.2182,840,0.20547405244,0.680325065551,0.442899558996,0.1374,499
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,55,1,150,150,900,264.907426099,264.907426099,0.294341584555,0,900,0.294341584555,440.343,alive,541,No,0.8,0.8,0.8,0.0,150,NA,NA,NA,NA,NA,0,0.686192974988,0.294341074127,0.2193,900,0.205659048403,0.686192974988,0.445926011696,0.139,541
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,56,1,160,160,960,287.135144589,287.135144589,0.299099108946,0,960,0.299099108946,470.6592,alive,584,No,0.8,0.8,0.8,0.0,160,NA,NA,NA,NA,NA,0,0.691724093305,0.299100042517,0.2203,960,0.20538415587,0.691724093305,0.448554124588,0.1406,584
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,57,1,170,170,1020,309.669580361,309.669580361,0.303597627805,0,1020,0.303597627805,500.9832,alive,627,No,0.8,0.8,0.8,0.0,170,NA,NA,NA,NA,NA,0,0.696911229375,0.303596861018,0.2213,1020,0.205449011515,0.696911229375,0.451180120445,0.1421,627
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,58,1,180,180,1080,332.44908566,332.44908566,0.307823227463,0,1080,0.307823227463,531.306,alive,670,No,0.8,0.8,0.8,0.0,180,NA,NA,NA,NA,NA,0,0.701747972598,0.307821040625,0.2221,1080,0.205733144053,0.701747972598,0.453740558325,0.1434,670
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,59,1,190,190,1140,355.409482765,355.409482765,0.31176270418,0,1140,0.31176270418,561.621,alive,714,No,0.8,0.8,0.8,0.0,190,NA,NA,NA,NA,NA,0,0.706228727007,0.311760464443,0.2228,1140,0.205438560194,0.706228727007,0.4558336436,0.1448,714
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,60,1,200,200,1200,378.484359331,378.484359331,0.315403632776,0,1200,0.315403632776,591.924,alive,758,No,0.8,0.8,0.8,0.0,200,NA,NA,NA,NA,NA,0,0.71034875371,0.315404974745,0.2235,1200,0.205261180732,0.71034875371,0.457804967221,0.146,758
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,61,1,210,210,1260,401.605384141,401.605384141,0.318734431858,0,1260,0.318734431858,622.188,alive,802,No,0.8,0.8,0.8,0.0,210,NA,NA,NA,NA,NA,0,0.714088204694,0.318731297719,0.2241,1260,0.20511282741,0.714088204694,0.459600516052,0.1471,802
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,62,1,220,220,1320,424.702641203,424.702641203,0.321744425154,0,1320,0.321744425154,652.4364,alive,845,No,0.8,0.8,0.8,0.0,220,NA,NA,NA,NA,NA,0,0.717460209839,0.321745858795,0.2246,1320,0.205557253053,0.717460209839,0.461508731446,0.1479,845
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,63,1,230,230,1380,447.704979923,447.704979923,0.324423898495,0,1380,0.324423898495,682.6308,alive,889,No,0.8,0.8,0.8,0.0,230,NA,NA,NA,NA,NA,0,0.720438865863,0.324420725093,0.225,1380,0.205282955783,0.720438865863,0.462860910823,0.1489,889
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,64,1,240,240,1440,470.540378936,470.540378936,0.326764152039,0,1440,0.326764152039,712.8,alive,932,No,0.8,0.8,0.8,0.0,240,NA,NA,NA,NA,NA,0,0.723039343144,0.326764557565,0.2254,1440,0.205457689218,0.723039343144,0.464248516181,0.1496,932
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,65,1,250,250,1500,493.136320977,493.136320977,0.328757547318,0,1500,0.328757547318,742.92,alive,975,No,0.8,0.8,0.8,0.0,250,NA,NA,NA,NA,NA,0,0.725245872868,0.328760755676,0.2257,1500,0.205432664063,0.725245872868,0.465339268466,0.1502,975
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,66,1,260,260,1560,515.420176089,515.420176089,0.330397548775,0,1560,0.330397548775,772.98,alive,1018,No,0.8,0.8,0.8,0.0,260,NA,NA,NA,NA,NA,0,0.72705181433,0.330398100621,0.2259,1560,0.20517881882,0.72705181433,0.466115316575,0.1508,1018
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,67,1,270,270,1620,537.319590324,537.319590324,0.331678759459,0,1620,0.331678759459,802.9854,alive,1060,No,0.8,0.8,0.8,0.0,270,NA,NA,NA,NA,NA,0,0.728459685957,0.331678138881,0.2261,1620,0.205173706958,0.728459685957,0.466816696457,0.1512,1060
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,68,1,280,280,1680,558.762877038,558.762877038,0.332596950618,0,1680,0.332596950618,832.9272,alive,1101,No,0.8,0.8,0.8,0.0,280,NA,NA,NA,NA,NA,0,0.729465181708,0.332592972466,0.2262,1680,0.205343680814,0.729465181708,0.467404431261,0.1514,1101
1,N,0.8,70,300.0,0.61,0,0.3,0.8,0.205,4,6,0.205,1,0.183,69,1,290,290,1740,579.679407808,579.679407808,0.333149084947,0,1740,0.333149084947,862.8138,alive,1142,No,0.8,0.8,0.8,0.0,290,NA,NA,NA,NA,NA,0,0.730073202256,0.333146847004,0.2263,1740,0.205173834803,0.730073202256,0.46762351853,0.1517,1142
